2022-08-01	3.2050	3.2050	0.22%		
2022-07-29	3.1979	3.1979	-0.68%		
2022-07-28	3.2197	3.2197	-0.31%		
2022-07-27	3.2297	3.2297	1.29%		
2022-07-26	3.1886	3.1886	1.09%		
2022-07-25	3.1542	3.1542	-1.89%		
2022-07-22	3.2151	3.2151	0.03%		
2022-07-21	3.2142	3.2142	-1.36%		
2022-07-20	3.2584	3.2584	0.09%		
2022-07-19	3.2556	3.2556	-1.51%		
2022-07-18	3.3054	3.3054	0.46%		
2022-07-15	3.2904	3.2904	-0.66%		
2022-07-14	3.3124	3.3124	1.72%		
2022-07-13	3.2564	3.2564	1.29%		
2022-07-12	3.2149	3.2149	-2.00%		
2022-07-11	3.2806	3.2806	-2.19%		
2022-07-08	3.3542	3.3542	-1.86%		
2022-07-07	3.4179	3.4179	3.26%		
2022-07-06	3.3101	3.3101	1.04%		
2022-07-05	3.2760	3.2760	-0.05%	
2022-07-04	3.2775	3.2775	1.40%		
2022-07-01	3.2321	3.2321	-0.92%		
2022-06-30	3.2620	3.2620	2.19%		
2022-06-29	3.1922	3.1922	-4.10%		
2022-06-28	3.3288	3.3288	1.69%		
2022-06-27	3.2736	3.2736	-0.57%		
2022-06-24	3.2923	3.2923	1.54%		
2022-06-23	3.2424	3.2424	3.06%		
2022-06-22	3.1462	3.1462	-0.18%		
2022-06-21	3.1520	3.1520	-0.92%		
2022-06-20	3.1812	3.1812	2.46%		
2022-06-17	3.1047	3.1047	1.71%		
2022-06-16	3.0524	3.0524	-0.52%		
2022-06-15	3.0683	3.0683	-0.99%		
2022-06-14	3.0989	3.0989	1.02%		
2022-06-13	3.0677	3.0677	-0.57%		
2022-06-10	3.0854	3.0854	2.09%		
2022-06-09	3.0223	3.0223	-1.62%		
2022-06-08	3.0721	3.0721	0.19%		
2022-06-07	3.0664	3.0664	-0.73%		
2022-06-06	3.0890	3.0890	2.46%		
2022-06-02	3.0149	3.0149	1.55%		
2022-06-01	2.9688	2.9688	0.97%		
2022-05-31	2.9404	2.9404	3.47%		
2022-05-30	2.8417	2.8417	1.38%		
2022-05-27	2.8030	2.8030	-0.36%		
2022-05-26	2.8132	2.8132	-0.19%		
2022-05-25	2.8185	2.8185	0.77%		
2022-05-24	2.7971	2.7971	-3.46%		
2022-05-23	2.8973	2.8973	-0.12%		
2022-05-20	2.9007	2.9007	1.08%		
2022-05-19	2.8698	2.8698	1.01%		
2022-05-18	2.8411	2.8411	2.34%		
2022-05-17	2.7762	2.7762	2.25%		
2022-05-16	2.7152	2.7152	-0.59%		
2022-05-13	2.7312	2.7312	1.89%		
2022-05-12	2.6806	2.6806	-0.70%		
2022-05-11	2.6994	2.6994	3.24%		
2022-05-10	2.6147	2.6147	2.55%		
2022-05-09	2.5498	2.5498	0.20%		
2022-05-06	2.5446	2.5446	-2.79%		
2022-05-05	2.6177	2.6177	-0.95%		
2022-04-29	2.6429	2.6429	2.61%		
2022-04-28	2.5756	2.5756	1.15%		
2022-04-27	2.5462	2.5462	5.92%		
2022-04-26	2.4039	2.4039	-1.10%		
2022-04-25	2.4306	2.4306	-5.46%		
2022-04-22	2.5710	2.5710	1.19%		
2022-04-21	2.5407	2.5407	-3.50%		
2022-04-20	2.6328	2.6328	-2.86%		
2022-04-19	2.7104	2.7104	0.13%		
2022-04-18	2.7069	2.7069	1.20%		
2022-04-15	2.6747	2.6747	-0.47%		
2022-04-14	2.6872	2.6872	0.45%		
2022-04-13	2.6752	2.6752	-0.46%		
2022-04-12	2.6875	2.6875	0.57%		
2022-04-11	2.6723	2.6723	-5.11%		
2022-04-08	2.8161	2.8161	1.02%		
2022-04-07	2.7877	2.7877	-3.22%		
2022-04-06	2.8805	2.8805	0.29%		
2022-04-01	2.8723	2.8723	0.56%		
2022-03-31	2.8563	2.8563	-2.29%		
2022-03-30	2.9232	2.9232	4.22%		
2022-03-29	2.8049	2.8049	-0.23%		
2022-03-28	2.8114	2.8114	0.89%		
2022-03-25	2.7867	2.7867	-3.42%		
2022-03-24	2.8854	2.8854	-1.29%		
2022-03-23	2.9231	2.9231	-1.35%		
2022-03-22	2.9630	2.9630	0.86%		
2022-03-21	2.9377	2.9377	-0.20%		
2022-03-18	2.9437	2.9437	0.95%		
2022-03-17	2.9160	2.9160	1.83%		
2022-03-16	2.8635	2.8635	8.55%		
2022-03-15	2.6379	2.6379	-4.58%		
2022-03-14	2.7644	2.7644	-6.60%		
2022-03-11	2.9599	2.9599	-2.76%		
2022-03-10	3.0438	3.0438	3.51%		
2022-03-09	2.9407	2.9407	1.38%		
2022-03-08	2.9006	2.9006	-2.10%		
2022-03-07	2.9627	2.9627	-2.66%	
2022-03-04	3.0437	3.0437	-1.73%		
2022-03-03	3.0972	3.0972	-1.46%		
2022-03-02	3.1431	3.1431	-0.95%		
2022-03-01	3.1732	3.1732	-0.25%		
2022-02-28	3.1812	3.1812	1.71%		
2022-02-25	3.1276	3.1276	4.44%		
2022-02-24	2.9946	2.9946	-1.08%		
2022-02-23	3.0272	3.0272	2.28%		
2022-02-22	2.9598	2.9598	-0.65%		
2022-02-21	2.9793	2.9793	-0.64%		
2022-02-18	2.9985	2.9985	-1.59%		
2022-02-17	3.0468	3.0468	2.54%		
2022-02-16	2.9712	2.9712	-1.07%		
2022-02-15	3.0033	3.0033	2.22%		
2022-02-14	2.9380	2.9380	-2.25%		
2022-02-11	3.0057	3.0057	-2.39%		
2022-02-10	3.0793	3.0793	-1.29%		
2022-02-09	3.1197	3.1197	2.69%		
2022-02-08	3.0379	3.0379	-2.98%		
2022-02-07	3.1311	3.1311	2.97%		
2022-01-28	3.0407	3.0407	-1.84%		
2022-01-27	3.0978	3.0978	-2.60%		
2022-01-26	3.1805	3.1805	1.77%		
2022-01-25	3.1253	3.1253	-3.01%		
2022-01-24	3.2224	3.2224	-0.59%		
2022-01-21	3.2415	3.2415	-0.46%		
2022-01-20	3.2564	3.2564	-1.11%		
2022-01-19	3.2931	3.2931	-1.25%		
2022-01-18	3.3347	3.3347	1.20%		
2022-01-17	3.2951	3.2951	0.30%		
2022-01-14	3.2853	3.2853	1.32%		
2022-01-13	3.2426	3.2426	-0.99%		
2022-01-12	3.2751	3.2751	3.15%		
2022-01-11	3.1750	3.1750	-0.68%		
2022-01-10	3.1966	3.1966	-0.75%		
